Title,Year,Runtime,Genre,IMDB Rating,Grosses,Action,Adventure,Fantasy,Drama,Romance,Sci-Fi,Animation,Crime,Thriller,Comedy,Family,Biography,Music,History,Mystery,Horror,Musical,War,Western,Sport,Documentary
A Christmas Carol,(2009),96,"['Animation', 'Adventure', 'Comedy']",6.8,325286646,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The SpongeBob Movie: Sponge Out of Water,(2015),92,"['Animation', 'Adventure', 'Comedy']",6,325186032,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Schindler's List,(1993),195,"['Biography', 'Drama', 'History']",9,322161245,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

Megamind,(2010),95,"['Animation', 'Action', 'Comedy']",7.3,321885765,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Conjuring 2,(2016),134,"['Horror', 'Mystery', 'Thriller']",7.3,321834351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Green Book,(2018),130,"['Biography', 'Comedy', 'Drama']",8.2,321752656,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0

Lethal Weapon 3,(1992),118,"['Action', 'Crime', 'Thriller']",6.7,321731527,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Robin Hood,(2010),140,"['Action', 'Adventure', 'Drama']",6.6,321669741,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Inglourious Basterds,(2009),153,"['Adventure', 'Drama', 'War']",8.3,321457747,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

101 Dalmatians,(1996),103,"['Adventure', 'Comedy', 'Crime']",5.7,320689294,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

The Conjuring,(2013),112,"['Horror', 'Mystery', 'Thriller']",7.5,320406242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Fatal Attraction,(1987),119,"['Drama', 'Thriller']",6.9,320145693,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Sonic the Hedgehog,(2020),99,"['Action', 'Adventure', 'Comedy']",6.5,319715683,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Last Airbender,(2010),103,"['Action', 'Adventure', 'Family']",4,319713881,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

The Proposal,(I) (2009),108,"['Comedy', 'Drama', 'Romance']",6.7,317375031,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Polar Express,(2004),100,"['Animation', 'Adventure', 'Comedy']",6.6,316897787,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

A Beautiful Mind,(2001),135,"['Biography', 'Drama']",8.2,316791257,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Beverly Hills Cop,(1984),105,"['Action', 'Comedy', 'Crime']",7.3,316360478,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Air Force One,(1997),124,"['Action', 'Drama', 'Thriller']",6.5,315156409,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Wonder,(I) (2017),113,"['Drama', 'Family']",7.9,315025930,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

The Expendables 2,(2012),103,"['Action', 'Adventure', 'Thriller']",6.6,314975955,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Chicken Little,(2005),81,"['Animation', 'Adventure', 'Comedy']",5.7,314432837,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

As Good as It Gets,(1997),139,"['Comedy', 'Drama', 'Romance']",7.7,314178011,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Knives Out,(2019),130,"['Comedy', 'Crime', 'Drama']",7.9,312897920,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Maze Runner: The Scorch Trials,(2015),131,"['Action', 'Adventure', 'Sci-Fi']",6.3,312296056,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Resident Evil: The Final Chapter,(2016),107,"['Action', 'Horror', 'Sci-Fi']",5.5,312242626,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

The Lego Batman Movie,(2017),104,"['Animation', 'Action', 'Adventure']",7.3,312136671,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Austin Powers: The Spy Who Shagged Me,(1999),95,"['Action', 'Adventure', 'Comedy']",6.6,312016928,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Ocean's Thirteen,(2007),122,"['Crime', 'Thriller']",6.9,311312624,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Little Fockers,(2010),98,"['Comedy', 'Romance']",5.5,310650585,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Bolt,(2008),96,"['Animation', 'Adventure', 'Comedy']",6.8,309979994,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Ransom,(1996),121,"['Action', 'Crime', 'Thriller']",6.7,309492681,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Runaway Bride,(1999),116,"['Comedy', 'Romance']",5.6,309460292,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Blind Side,(2009),129,"['Biography', 'Drama', 'Sport']",7.6,309231694,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0

Qian ren 3: Zai jian qian ren,(2017),120,"['Comedy', 'Romance']",5.6,307592427,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Fault in Our Stars,(2014),126,"['Drama', 'Romance']",7.7,307166834,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Pursuit of Happyness,(2006),117,"['Biography', 'Drama']",8,307127625,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Rise of the Guardians,(2012),97,"['Animation', 'Action', 'Adventure']",7.2,306941670,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Close Encounters of the Third Kind,(1977),138,"['Drama', 'Sci-Fi']",7.6,306889114,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Chicago,(2002),113,"['Comedy', 'Crime', 'Musical']",7.2,306776732,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0

Annabelle: Creation,(2017),109,"['Horror', 'Mystery', 'Thriller']",6.5,306515884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Bridesmaids,(I) (2011),125,"['Comedy', 'Romance']",6.8,306442085,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Skyscraper,(2018),102,"['Action', 'Adventure', 'Thriller']",5.8,304868961,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

A Good Day to Die Hard,(2013),98,"['Action', 'Thriller']",5.2,304654182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Mulan,(1998),87,"['Animation', 'Adventure', 'Comedy']",7.6,304320254,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Dangal,(2016),161,"['Action', 'Biography', 'Drama']",8.3,303723636,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Passengers,(I) (2016),116,"['Drama', 'Romance', 'Sci-Fi']",7,303144152,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Battleship,(2012),131,"['Action', 'Adventure', 'Sci-Fi']",5.8,303025485,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Liar Liar,(1997),86,"['Comedy', 'Fantasy']",6.9,302710615,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

G.I. Joe: The Rise of Cobra,(2009),118,"['Action', 'Adventure', 'Sci-Fi']",5.7,302469017,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Wrath of the Titans,(2012),99,"['Action', 'Adventure', 'Fantasy']",5.7,301970083,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

4: Rise of the Silver Surfer,(2007),92,"['Action', 'Adventure', 'Fantasy']",5.6,301913131,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Hook,(1991),142,"['Adventure', 'Comedy', 'Family']",6.8,300854823,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Superman,(1978),143,"['Action', 'Adventure', 'Sci-Fi']",7.4,300478449,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Rocky IV,(1985),91,"['Drama', 'Sport']",6.9,300473716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0

Rambo: First Blood Part II,(1985),96,"['Action', 'Adventure', 'Thriller']",6.5,300400432,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Resident Evil: Afterlife,(2010),96,"['Action', 'Horror', 'Sci-Fi']",5.8,300228084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Van Helsing,(2004),131,"['Action', 'Adventure', 'Fantasy']",6,300157638,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Stuart Little,(1999),84,"['Adventure', 'Comedy', 'Family']",6,300135367,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Beverly Hills Cop II,(1987),100,"['Action', 'Comedy', 'Crime']",6.5,299965036,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Alice Through the Looking Glass,(2016),113,"['Adventure', 'Family', 'Fantasy']",6.2,299820798,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

My Best Friend's Wedding,(1997),105,"['Comedy', 'Drama', 'Romance']",6.3,299288605,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Real Steel,(2011),127,"['Action', 'Drama', 'Sci-Fi']",7,299268508,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Horton Hears a Who!,(2008),86,"['Animation', 'Adventure', 'Comedy']",6.8,298572799,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Ocean's Eight,(2018),110,"['Action', 'Comedy', 'Crime']",6.3,297795726,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

A Quiet Place Part II,(2020),97,"['Drama', 'Horror', 'Sci-Fi']",7.2,297372261,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Insurgent,(2015),119,"['Action', 'Adventure', 'Sci-Fi']",6.2,297002527,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Look Who's Talking,(1989),93,['Comedy'],5.9,296999813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Austin Powers in Goldmember,(2002),94,"['Action', 'Adventure', 'Comedy']",6.2,296938801,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Ghostbusters,(1984),105,"['Action', 'Comedy', 'Fantasy']",7.8,296578797,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Miss Peregrine's Home for Peculiar Children,(2016),127,"['Adventure', 'Drama', 'Family']",6.7,296482446,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

X-Men,(2000),104,"['Action', 'Adventure', 'Sci-Fi']",7.3,296339528,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Ferdinand,(2017),108,"['Animation', 'Adventure', 'Comedy']",6.7,296069199,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Shutter Island,(2010),138,"['Mystery', 'Thriller']",8.2,294805697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Doctor Dolittle,(1998),85,"['Comedy', 'Family', 'Fantasy']",5.4,294456605,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Bee Movie,(2007),91,"['Animation', 'Adventure', 'Comedy']",6.1,293514336,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Salt,(2010),100,"['Action', 'Thriller']",6.4,293503354,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

G-Force,(2009),88,"['Animation', 'Action', 'Adventure']",5.1,292817898,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Departed,(2006),151,"['Crime', 'Drama', 'Thriller']",8.5,291480452,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

What Lies Beneath,(2000),130,"['Drama', 'Horror', 'Mystery']",6.6,291420351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0

Pacific Rim: Uprising,(2018),111,"['Action', 'Adventure', 'Fantasy']",5.6,290930148,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Bourne Supremacy,(2004),108,"['Action', 'Mystery', 'Thriller']",7.7,290835269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Sex and the City 2,(2010),146,"['Comedy', 'Drama', 'Romance']",4.5,290745055,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Shakespeare in Love,(1998),123,"['Comedy', 'Drama', 'History']",7.1,289317794,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0

Divergent,(2014),139,"['Action', 'Adventure', 'Mystery']",6.6,288885818,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Coming to America,(1988),117,"['Comedy', 'Romance']",7.1,288752301,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Wedding Crashers,(2005),119,"['Comedy', 'Romance']",7,288485135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Maze Runner: The Death Cure,(2018),143,"['Action', 'Adventure', 'Sci-Fi']",6.2,288175335,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Casper,(1995),100,"['Comedy', 'Family', 'Fantasy']",6.1,287928194,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

American Pie 2,(2001),108,['Comedy'],6.4,287553595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Elvis,(2022),159,"['Biography', 'Drama', 'Music']",7.3,287340048,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0

Pitch Perfect 2,(2015),115,"['Comedy', 'Music']",6.4,287144079,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0

The Green Mile,(1999),189,"['Crime', 'Drama', 'Fantasy']",8.6,286801374,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Oblivion,(I) (2013),124,"['Action', 'Adventure', 'Sci-Fi']",7,286168572,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Elysium,(I) (2013),109,"['Action', 'Drama', 'Sci-Fi']",6.6,286140700,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Lethal Weapon 4,(1998),127,"['Action', 'Crime', 'Thriller']",6.6,285444603,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

John Carter,(2012),132,"['Action', 'Adventure', 'Sci-Fi']",6.6,284139100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Turbo,(2013),96,"['Animation', 'Adventure', 'Comedy']",6.4,282570682,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Paddington,(2014),95,"['Adventure', 'Comedy', 'Family']",7.3,282377683,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Bridget Jones's Diary,(2001),97,"['Comedy', 'Drama', 'Romance']",6.8,281995610,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Tourist,(I) (2010),103,"['Action', 'Thriller']",6,278780441,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Split,(IX) (2016),117,"['Horror', 'Thriller']",7.3,278454417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0

Scary Movie,(2000),88,['Comedy'],6.2,278019771,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

xXx,(2002),124,"['Action', 'Adventure', 'Thriller']",5.8,277448382,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

The Bourne Legacy,(2012),135,"['Action', 'Adventure', 'Thriller']",6.6,276144750,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Mr. Peabody & Sherman,(2014),92,"['Animation', 'Adventure', 'Comedy']",6.8,275698039,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Scooby-Doo,(2002),89,"['Adventure', 'Comedy', 'Family']",5.2,275678613,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Lincoln,(2012),150,"['Biography', 'Drama', 'History']",7.3,275293450,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

Lara Croft: Tomb Raider,(2001),100,"['Action', 'Adventure', 'Fantasy']",5.7,274703340,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Tomb Raider,(2018),119,"['Action', 'Adventure', 'Fantasy']",6.3,274650803,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Expendables,(2010),103,"['Action', 'Adventure', 'Thriller']",6.4,274470394,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Cloudy with a Chance of Meatballs 2,(2013),95,"['Animation', 'Adventure', 'Comedy']",6.3,274325949,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Nutty Professor,(1996),95,"['Comedy', 'Romance', 'Sci-Fi']",5.7,273961019,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Jerry Maguire,(1996),139,"['Comedy', 'Drama', 'Romance']",7.3,273552592,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Bad Boys II,(2003),147,"['Action', 'Comedy', 'Crime']",6.6,273339556,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Lilo & Stitch,(2002),85,"['Animation', 'Adventure', 'Comedy']",7.3,273144151,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Silence of the Lambs,(1991),118,"['Crime', 'Drama', 'Thriller']",8.6,272742922,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Grown Ups,(I) (2010),102,['Comedy'],5.9,271457301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Neighbors,(I) (2014),97,['Comedy'],6.3,270665134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Firm,(1993),154,"['Drama', 'Mystery', 'Thriller']",6.8,270248367,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

We're the Millers,(2013),110,"['Comedy', 'Crime']",7,269994119,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Gran Torino,(2008),116,['Drama'],8.1,269958228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"10,000 BC",(2008),109,"['Action', 'Adventure', 'Drama']",5.1,269784201,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

American Gangster,(2007),157,"['Biography', 'Crime', 'Drama']",7.8,269755430,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0

Epic,(2013),102,"['Animation', 'Action', 'Adventure']",6.6,268426634,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Exodus: Gods and Kings,(2014),150,"['Action', 'Adventure', 'Drama']",6,268175631,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Blade Runner 2049,(2017),164,"['Action', 'Drama', 'Mystery']",8,267770708,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Bambi,(1942),69,"['Animation', 'Adventure', 'Drama']",7.3,267447150,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Princess and the Frog,(2009),97,"['Animation', 'Adventure', 'Comedy']",7.1,267045765,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Batman Returns,(1992),126,"['Action', 'Crime', 'Fantasy']",7.1,266915287,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Indecent Proposal,(1993),117,"['Drama', 'Romance']",6,266614059,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Something's Gotta Give,(2003),128,"['Comedy', 'Drama', 'Romance']",6.7,265328738,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Bridget Jones: The Edge of Reason,(2004),108,"['Comedy', 'Drama', 'Romance']",6,265126918,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Incredible Hulk,(2008),112,"['Action', 'Adventure', 'Sci-Fi']",6.6,264770996,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Waterworld,(1995),135,"['Action', 'Adventure', 'Sci-Fi']",6.3,264218220,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Truman Show,(1998),103,"['Comedy', 'Drama']",8.2,264118201,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Charlie's Angels,(2000),98,"['Action', 'Adventure', 'Comedy']",5.6,264105545,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Fifth Element,(1997),126,"['Action', 'Adventure', 'Sci-Fi']",7.6,263920180,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Jumanji,(1995),104,"['Adventure', 'Comedy', 'Family']",7,262821940,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Gisaengchung,(2019),132,"['Drama', 'Thriller']",8.5,262676096,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,(2006),84,['Comedy'],7.4,262552893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Robots,(2005),91,"['Animation', 'Adventure', 'Comedy']",6.4,262511490,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Knight and Day,(2010),109,"['Action', 'Adventure', 'Comedy']",6.3,261989769,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Total Recall,(1990),113,"['Action', 'Adventure', 'Sci-Fi']",7.5,261317921,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

This Is It,(2009),111,"['Documentary', 'Drama', 'Music']",7.2,261183588,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1

Terminator: Dark Fate,(2019),128,"['Action', 'Adventure', 'Sci-Fi']",6.2,261119292,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Lone Ranger,(2013),150,"['Action', 'Adventure', 'Western']",6.4,260502115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0

Super 8,(2011),112,"['Action', 'Mystery', 'Sci-Fi']",7,260095986,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Halloween,(I) (2018),106,"['Crime', 'Horror', 'Thriller']",6.5,259939835,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0

Xun long jue,(2015),127,"['Action', 'Adventure', 'Drama']",5.9,259368448,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Charlie's Angels: Full Throttle,(2003),106,"['Action', 'Adventure', 'Comedy']",4.9,259175788,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Rush Hour 3,(2007),91,"['Action', 'Comedy', 'Crime']",6.2,258097122,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

The Full Monty,(1997),91,"['Comedy', 'Drama']",7.2,257938649,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Gong fu yu jia,(2017),107,"['Action', 'Adventure', 'Comedy']",5.1,257753889,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Annabelle,(I) (2014),99,"['Horror', 'Mystery', 'Thriller']",5.4,257589721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Encanto,(2021),102,"['Animation', 'Comedy', 'Family']",7.2,256786742,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0

The Village,(2004),108,"['Drama', 'Mystery', 'Thriller']",6.6,256697520,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0

Gang jiong,(2015),114,"['Action', 'Adventure', 'Comedy']",5.4,256283912,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Erin Brockovich,(2000),131,"['Biography', 'Drama']",7.4,256271286,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Us,(II) (2019),116,"['Horror', 'Mystery', 'Thriller']",6.8,256067149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Fei chi ren sheng,(2019),98,"['Comedy', 'Sport']",6.3,255863112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0

Get Out,(I) (2017),104,"['Horror', 'Mystery', 'Thriller']",7.7,255745157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Marley & Me,(2008),111,"['Drama', 'Family']",7,255743093,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Cliffhanger,(1993),113,"['Action', 'Adventure', 'Thriller']",6.5,255000211,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

