Title,Year,Runtime,Genre,IMDB Rating,Grosses
Scooby-Doo 2: Monsters Unleashed,(2004),93,"['Adventure', 'Comedy', 'Family']",5.2,181239132

Hot Shots!,(1991),84,"['Action', 'Comedy']",6.7,181096164

Road to Perdition,(2002),117,"['Crime', 'Drama', 'Thriller']",7.7,181001478

Kill Bill: Vol. 1,(2003),111,"['Action', 'Crime', 'Drama']",8.2,180906076

The Scorpion King,(2002),92,"['Action', 'Adventure', 'Fantasy']",5.5,180630907

Sweet Home Alabama,(2002),108,"['Comedy', 'Romance']",6.2,180622424

Daddy's Home 2,(2017),100,['Comedy'],6,180613824

Hacksaw Ridge,(2016),139,"['Biography', 'Drama', 'History']",8.1,180563636

Deja Vu,(2006),126,"['Action', 'Crime', 'Sci-Fi']",7.1,180557550

Dangerous Minds,(1995),99,"['Biography', 'Drama']",6.5,179519401

One Piece Film Red,(2022),115,"['Animation', 'Action', 'Adventure']",6.6,179444905

The Dictator,(2012),83,['Comedy'],6.4,179379533

The League of Extraordinary Gentlemen,(2003),110,"['Action', 'Adventure', 'Fantasy']",5.8,179265204

Allegiant,(2016),120,"['Action', 'Adventure', 'Mystery']",5.7,179246868

Daredevil,(2003),103,"['Action', 'Crime']",5.3,179179718

City Slickers,(1991),113,"['Comedy', 'Western']",6.8,179033791

He's Just Not That Into You,(2009),129,"['Comedy', 'Drama', 'Romance']",6.4,178866158

Eagle Eye,(2008),118,"['Action', 'Mystery', 'Thriller']",6.6,178767383

Along Came Polly,(2004),90,"['Comedy', 'Romance']",6,178311729

Flushed Away,(2006),85,"['Animation', 'Action', 'Adventure']",6.6,178281554

Scary Movie 4,(2006),83,['Comedy'],5.1,178262620

Dante's Peak,(1997),108,"['Action', 'Adventure', 'Thriller']",6,178127760

Brokeback Mountain,(2005),134,"['Drama', 'Romance']",7.7,178062759

Patriot Games,(1992),117,"['Action', 'Thriller']",6.8,178051587

Flubber,(1997),93,"['Comedy', 'Family', 'Sci-Fi']",5.3,177977226

Baywatch,(2017),116,"['Action', 'Comedy', 'Crime']",5.5,177856751

Double Jeopardy,(1999),105,"['Crime', 'Drama', 'Mystery']",6.5,177841558

War Horse,(2011),146,"['Action', 'Adventure', 'Drama']",7.2,177584879

Paranormal Activity 2,(2010),91,"['Horror', 'Mystery']",5.7,177512032

How to Lose a Guy in 10 Days,(2003),116,"['Comedy', 'Romance']",6.4,177502387

AVP: Alien vs. Predator,(2004),101,"['Action', 'Adventure', 'Horror']",5.6,177427090

Ying xiong,(2002),120,"['Action', 'Adventure', 'Drama']",7.9,177395557

The 40 Year Old Virgin,(2005),116,"['Comedy', 'Romance']",7.1,177378645

